|caseid|task|user|end_timestamp|start_timestamp|enable_timestamp|source|run_num|processing_time|waiting_time|multitasking|role|st_wip|st_tsk_wip|n_task|role_1_st_oc|role_2_st_oc|role_3_st_oc|role_4_st_oc|role_5_st_oc|role_6_st_oc|end_wip|role_1_end_oc|role_2_end_oc|role_3_end_oc|role_4_end_oc|role_5_end_oc|role_6_end_oc
11|Case1|Final Inspection Q.C.|ID4493|2012-02-16 20:58:00|2012-02-16 19:11:00|2012-02-16 14:59:00|log|0.0|6420.0|15120.0|0.0|Role 6|17|2|Final Inspection Q.C.|0.09090909090909091|0.0|0.3333333333333333|0.0|0.0|1|17|0.0|0.14285714285714285|0.3333333333333333|0.0|0.0|0
12|Case1|Final Inspection Q.C.|ID4493|2012-02-16 20:58:00|2012-02-16 19:43:00|2012-02-16 20:58:00|log|0.0|4500.0|0.0|4500.0|Role 6|17|3|Packing|0.09090909090909091|0.0|0.3333333333333333|0.0|0.0|2|17|0.0|0.14285714285714285|0.3333333333333333|0.0|0.0|0
13|Case1|Packing|ID4820|2012-02-17 08:00:00|2012-02-17 07:00:00|2012-02-16 20:58:00|log|0.0|3600.0|36120.0|0.0|Role 4|17|3|End|0.0|0.14285714285714285|0.0|1.5|0.0|0|17|0.0|0.14285714285714285|0.0|0.0|0.0|0
14|Case102|Turning & Milling|ID4219|2012-02-28 04:09:00|2012-02-27 23:40:00|2012-02-28 04:09:00|log|0.0|16140.0|0.0|16140.0|Role 1|13|2|Turning & Milling|0.18181818181818182|0.0|0.0|0.0|0.0|0|13|0.2727272727272727|0.0|0.0|0.0|0.0|0
15|Case102|Turning & Milling|ID4219|2012-02-28 08:23:00|2012-02-28 04:46:00|2012-02-28 04:09:00|log|0.0|13020.0|2220.0|0.0|Role 1|13|4|Turning & Milling|0.36363636363636365|0.0|0.0|0.0|0.0|0|13|0.18181818181818182|0.0|0.0|0.0|0.0|0
16|Case102|Turning & Milling|ID0997|2012-02-28 20:26:00|2012-02-28 18:00:00|2012-02-28 08:23:00|log|0.0|8760.0|34620.0|0.0|Role 1|13|3|Turning & Milling|0.2727272727272727|0.0|0.0|0.0|0.0|1|13|0.2727272727272727|0.0|0.3333333333333333|0.0|0.0|1
17|Case102|Turning & Milling|ID0997|2012-02-28 23:12:00|2012-02-28 21:20:00|2012-02-28 20:26:00|log|0.0|6720.0|3240.0|0.0|Role 1|13|4|Turning & Milling Q.C.|0.36363636363636365|0.0|0.3333333333333333|0.0|0.0|0|13|0.2727272727272727|0.0|0.0|0.0|0.0|0
18|Case102|Turning & Milling Q.C.|ID4287|2012-02-28 22:25:00|2012-02-28 21:35:00|2012-02-28 23:12:00|log|0.0|3000.0|0.0|3000.0|Role 3|13|1|Turning & Milling|0.36363636363636365|0.0|0.3333333333333333|0.0|0.0|0|13|0.36363636363636365|0.0|0.0|0.0|0.0|0
19|Case102|Turning & Milling|ID0997|2012-02-29 00:56:00|2012-02-28 23:12:00|2012-02-28 22:25:00|log|0.0|6240.0|2820.0|0.0|Role 1|13|3|Turning & Milling|0.2727272727272727|0.0|0.0|0.0|0.0|0|13|0.0|0.0|0.0|0.0|0.5|0
20|Case102|Turning & Milling|ID4219|2012-02-29 08:29:00|2012-02-29 04:28:00|2012-02-29 00:56:00|log|0.0|14460.0|12720.0|0.0|Role 1|13|3|Turning & Milling|0.2727272727272727|0.0|0.0|0.0|0.0|0|10|0.18181818181818182|0.0|0.0|0.0|0.0|0
21|Case102|Turning & Milling|ID4794|2012-02-29 11:31:00|2012-02-29 08:30:00|2012-02-29 08:29:00|log|0.0|10860.0|60.0|0.0|Role 1|10|3|Turning & Milling|0.2727272727272727|0.0|0.0|0.0|0.0|0|10|0.09090909090909091|0.0|0.0|0.0|0.0|0
22|Case102|Turning & Milling|ID0997|2012-02-29 18:05:00|2012-02-29 14:32:00|2012-02-29 11:31:00|log|0.0|12780.0|10860.0|0.0|Role 1|10|3|Turning & Milling|0.2727272727272727|0.0|0.0|0.0|0.0|0|9|0.09090909090909091|0.0|0.0|0.0|0.0|0
23|Case102|Turning & Milling|ID0997|2012-02-29 23:00:00|2012-02-29 18:05:00|2012-02-29 18:05:00|log|0.0|17700.0|0.0|0.0|Role 1|9|1|Turning & Milling Q.C.|0.09090909090909091|0.0|0.0|0.0|0.0|0|9|0.09090909090909091|0.0|0.0|0.0|0.0|0
24|Case102|Turning & Milling Q.C.|ID4287|2012-02-29 23:00:00|2012-02-29 22:00:00|2012-02-29 23:00:00|log|0.0|3600.0|0.0|3600.0|Role 3|9|1|Turning & Milling|0.09090909090909091|0.0|0.3333333333333333|0.0|0.0|0|9|0.09090909090909091|0.0|0.0|0.0|0.0|0
25|Case102|Turning & Milling|ID0997|2012-03-01 00:20:00|2012-02-29 23:00:00|2012-02-29 23:00:00|log|0.0|4800.0|0.0|0.0|Role 1|9|1|Turning & Milling Q.C.|0.09090909090909091|0.0|0.0|0.0|0.0|0|9|0.0|0.0|0.0|0.0|0.0|0
26|Case102|Turning & Milling Q.C.|ID4287|2012-02-29 23:36:00|2012-02-29 23:04:00|2012-03-01 00:20:00|log|0.0|1920.0|0.0|1920.0|Role 3|9|1|Turning & Milling|0.09090909090909091|0.0|0.3333333333333333|0.0|0.0|0|9|0.09090909090909091|0.0|0.0|0.0|0.0|0
27|Case102|Turning & Milling|ID0997|2012-03-01 00:20:00|2012-03-01 00:19:00|2012-02-29 23:36:00|log|0.0|60.0|2580.0|0.0|Role 1|9|2|Turning & Milling|0.18181818181818182|0.0|0.0|0.0|0.0|0|9|0.0|0.0|0.0|0.0|0.0|0
28|Case102|Turning & Milling|ID4219|2012-03-01 07:11:00|2012-03-01 05:27:00|2012-03-01 00:20:00|log|0.0|6240.0|18420.0|0.0|Role 1|9|2|Turning & Milling Q.C.|0.18181818181818182|0.14285714285714285|0.0|0.0|0.0|0|9|0.09090909090909091|0.0|0.0|0.0|0.0|0
29|Case102|Turning & Milling Q.C.|ID4287|2012-03-01 17:49:00|2012-03-01 16:30:00|2012-03-01 07:11:00|log|0.0|4740.0|33540.0|0.0|Role 3|9|1|Turning & Milling Q.C.|0.09090909090909091|0.0|0.3333333333333333|0.0|0.0|0|9|0.09090909090909091|0.0|0.0|0.0|0.0|0
30|Case102|Turning & Milling Q.C.|ID4287|2012-03-06 08:15:00|2012-03-06 07:00:00|2012-03-01 17:49:00|log|0.0|4500.0|393060.0|0.0|Role 3|11|1|Laser Marking|0.09090909090909091|0.0|0.3333333333333333|0.0|0.0|0|11|0.0|0.0|0.0|0.0|0.0|0
31|Case102|Laser Marking|ID0998|2012-03-08 21:41:00|2012-03-08 20:32:00|2012-03-06 08:15:00|log|0.0|4140.0|217020.0|0.0|Role 5|10|2|Lapping|0.0|0.0|0.3333333333333333|0.0|1.0|1|9|0.0|0.0|0.3333333333333333|0.0|0.0|0
32|Case102|Lapping|ID4882|2012-03-09 08:15:00|2012-03-09 07:00:00|2012-03-08 21:41:00|log|0.0|4500.0|33540.0|0.0|Role 5|9|1|Lapping|0.0|0.0|0.0|1.0|0.5|0|8|0.0|0.0|0.0|0.0|0.0|0
33|Case102|Lapping|ID0998|2012-03-11 18:04:00|2012-03-11 16:38:00|2012-03-09 08:15:00|log|0.0|5160.0|202980.0|0.0|Role 5|7|1|Round Grinding|0.0|0.0|0.0|0.0|0.5|0|7|0.0|0.0|0.0|0.0|0.0|0
34|Case102|Round Grinding|ID4528|2012-03-12 03:00:00|2012-03-12 02:25:00|2012-03-11 18:04:00|log|0.0|2100.0|30060.0|0.0|Role 2|7|1|Round Grinding|0.0|0.14285714285714285|0.0|0.0|0.0|0|7|0.0|0.14285714285714285|0.0|0.0|0.0|0
35|Case102|Round Grinding|ID4528|2012-03-12 06:40:00|2012-03-12 03:00:00|2012-03-12 03:00:00|log|0.0|13200.0|0.0|0.0|Role 2|7|1|Round Grinding|0.0|0.14285714285714285|0.0|0.0|0.0|0|7|0.0|0.0|0.0|0.0|0.0|0
36|Case102|Round Grinding|ID4445|2012-03-12 15:04:00|2012-03-12 14:03:00|2012-03-12 06:40:00|log|0.0|3660.0|26580.0|0.0|Role 2|7|1|Round Grinding|0.0|0.14285714285714285|0.0|0.0|0.0|0|7|0.0|0.0|0.0|0.0|0.0|0
37|Case102|Round Grinding|ID4445|2012-03-12 15:04:00|2012-03-12 14:50:00|2012-03-12 15:04:00|log|0.0|840.0|0.0|840.0|Role 2|7|2|Round Grinding|0.0|0.2857142857142857|0.0|0.0|0.0|0|7|0.0|0.0|0.0|0.0|0.0|0
38|Case102|Round Grinding|ID4287|2012-03-12 15:04:00|2012-03-12 15:02:00|2012-03-12 15:04:00|log|0.0|120.0|0.0|120.0|Role 3|7|3|Round Grinding|0.0|0.2857142857142857|0.3333333333333333|0.0|0.0|0|7|0.0|0.0|0.0|0.0|0.0|0
39|Case102|Round Grinding|ID4287|2012-03-12 17:57:00|2012-03-12 15:10:00|2012-03-12 15:04:00|log|0.0|10020.0|360.0|0.0|Role 3|7|1|Round Grinding|0.0|0.0|0.3333333333333333|0.0|0.0|0|6|0.0|0.0|0.0|0.0|0.5|0
40|Case102|Round Grinding|ID4445|2012-03-12 17:57:00|2012-03-12 17:00:00|2012-03-12 17:57:00|log|0.0|3420.0|0.0|3420.0|Role 2|6|2|Final Inspection Q.C.|0.0|0.14285714285714285|0.3333333333333333|0.0|0.5|0|6|0.0|0.0|0.0|0.0|0.5|0
41|Case102|Final Inspection Q.C.|ID4287|2012-03-13 00:00:00|2012-03-12 21:00:00|2012-03-12 17:57:00|log|0.0|10800.0|10980.0|0.0|Role 3|6|1|Final Inspection Q.C.|0.0|0.0|0.3333333333333333|0.0|0.5|0|6|0.0|0.0|0.0|0.0|0.0|0
42|Case102|Final Inspection Q.C.|ID4287|2012-03-13 15:06:00|2012-03-13 15:00:00|2012-03-13 00:00:00|log|0.0|360.0|54000.0|0.0|Role 3|6|1|Packing|0.0|0.0|0.3333333333333333|0.0|0.5|0|6|0.0|0.0|0.0|0.0|0.0|0
43|Case102|Packing|ID4820|2012-03-14 08:00:00|2012-03-14 07:00:00|2012-03-13 15:06:00|log|0.0|3600.0|57240.0|0.0|Role 4|6|1|End|0.0|0.0|0.0|0.5|0.0|0|6|0.0|0.0|0.0|0.0|0.0|0
44|Case108|Turning & Milling|ID4794|2012-02-27 13:55:00|2012-02-27 08:18:00|2012-02-27 13:55:00|log|0.0|20220.0|0.0|20220.0|Role 1|10|2|Turning & Milling|0.18181818181818182|0.0|0.0|0.0|0.0|0|10|0.0|0.0|0.3333333333333333|0.0|0.0|0
45|Case108|Turning & Milling|ID4529|2012-02-27 16:13:00|2012-02-27 13:59:00|2012-02-27 13:55:00|log|0.0|8040.0|240.0|0.0|Role 1|10|1|Turning & Milling Q.C.|0.09090909090909091|0.0|0.3333333333333333|0.0|0.0|0|10|0.09090909090909091|0.0|0.0|0.0|0.0|1
46|Case108|Turning & Milling Q.C.|ID4287|2012-02-27 15:40:00|2012-02-27 14:00:00|2012-02-27 16:13:00|log|0.0|6000.0|0.0|6000.0|Role 3|10|2|Turning & Milling|0.09090909090909091|0.0|0.6666666666666666|0.0|0.0|0|10|0.09090909090909091|0.0|0.0|0.0|0.0|0
47|Case108|Turning & Milling|ID4529|2012-02-27 19:38:00|2012-02-27 16:13:00|2012-02-27 15:40:00|log|0.0|12300.0|1980.0|0.0|Role 1|10|1|Turning & Milling Q.C.|0.09090909090909091|0.0|0.0|0.0|0.0|1|10|0.0|0.0|0.0|0.0|0.0|1
48|Case108|Turning & Milling Q.C.|ID4287|2012-02-28 21:24:00|2012-02-28 20:20:00|2012-02-27 19:38:00|log|0.0|3840.0|88920.0|0.0|Role 3|13|1|Laser Marking|0.36363636363636365|0.0|0.3333333333333333|0.0|0.0|1|13|0.36363636363636365|0.0|0.0|0.0|0.0|0
49|Case108|Laser Marking|ID0998|2012-02-29 02:07:00|2012-02-29 00:52:00|2012-02-28 21:24:00|log|0.0|4500.0|12480.0|0.0|Role 5|13|1|Flat Grinding|0.09090909090909091|0.0|0.0|0.0|0.5|0|13|0.09090909090909091|0.0|0.0|0.0|0.0|0
50|Case108|Flat Grinding|ID4528|2012-02-29 08:15:00|2012-02-29 07:00:00|2012-02-29 02:07:00|log|0.0|4500.0|17580.0|0.0|Role 2|13|1|Flat Grinding|0.2727272727272727|0.14285714285714285|0.0|1.5|0.0|0|10|0.2727272727272727|0.0|0.0|0.0|0.0|0
51|Case108|Flat Grinding|ID0420|2012-03-01 06:04:00|2012-03-01 05:05:00|2012-02-29 08:15:00|log|0.0|3540.0|75000.0|0.0|Role 2|9|1|Lapping|0.09090909090909091|0.14285714285714285|0.0|0.0|0.0|0|9|0.18181818181818182|0.0|0.0|0.0|0.0|0
52|Case108|Lapping|ID0420|2012-03-01 10:28:00|2012-03-01 09:35:00|2012-03-01 06:04:00|log|0.0|3180.0|12660.0|0.0|Role 2|9|1|Lapping|0.09090909090909091|0.14285714285714285|0.0|0.0|0.0|0|9|0.09090909090909091|0.0|0.0|0.0|0.0|0
53|Case108|Lapping|ID0420|2012-03-01 10:28:00|2012-03-01 09:36:00|2012-03-01 10:28:00|log|0.0|3120.0|0.0|3120.0|Role 2|9|2|Round Grinding|0.09090909090909091|0.2857142857142857|0.0|0.0|0.0|0|9|0.09090909090909091|0.0|0.0|0.0|0.0|0
54|Case108|Round Grinding|ID4385|2012-03-07 18:16:00|2012-03-07 15:30:00|2012-03-01 10:28:00|log|0.0|9960.0|536520.0|0.0|Role 2|10|1|Round Grinding|0.0|0.2857142857142857|0.0|0.0|0.0|0|10|0.0|0.0|0.0|0.0|0.5|0
55|Case108|Round Grinding|ID4385|2012-03-07 21:10:00|2012-03-07 18:18:00|2012-03-07 18:16:00|log|0.0|10320.0|120.0|0.0|Role 2|10|1|Round Grinding|0.0|0.14285714285714285|0.0|0.0|0.5|0|10|0.0|0.0|0.0|0.0|0.5|0
56|Case108|Round Grinding|ID0420|2012-03-07 22:56:00|2012-03-07 21:12:00|2012-03-07 21:10:00|log|0.0|6240.0|120.0|0.0|Role 2|10|1|Round Grinding|0.0|0.14285714285714285|0.0|0.0|0.5|0|10|0.0|0.0|0.0|0.0|0.0|0
57|Case108|Round Grinding|ID4872|2012-03-08 02:30:00|2012-03-07 22:57:00|2012-03-07 22:56:00|log|0.0|12780.0|60.0|0.0|Role 2|10|1|Final Inspection Q.C.|0.0|0.14285714285714285|0.0|0.0|0.0|0|10|0.0|0.0|0.0|0.0|0.0|0
58|Case108|Final Inspection Q.C.|ID4287|2012-03-08 22:52:00|2012-03-08 18:00:00|2012-03-08 02:30:00|log|0.0|17520.0|55800.0|0.0|Role 3|10|2|Packing|0.0|0.0|0.6666666666666666|0.0|0.0|0|9|0.0|0.0|0.0|0.0|0.0|0
59|Case108|Packing|ID4820|2012-03-09 08:00:00|2012-03-09 07:00:00|2012-03-08 22:52:00|log|0.0|3600.0|29280.0|0.0|Role 4|9|2|Final Inspection Q.C.|0.0|0.0|0.0|1.0|0.5|0|9|0.0|0.0|0.0|0.0|0.5|0
60|Case108|Final Inspection Q.C.|ID4287|2012-03-09 16:27:00|2012-03-09 16:00:00|2012-03-09 08:00:00|log|0.0|1620.0|28800.0|0.0|Role 3|8|1|End|0.0|0.0|0.3333333333333333|0.0|0.5|0|8|0.0|0.0|0.0|0.0|0.5|0
61|Case109|Turning & Milling|ID4932|2012-03-05 01:01:00|2012-03-04 18:14:00|2012-03-05 01:01:00|log|0.0|24420.0|0.0|24420.0|Role 1|10|1|Turning & Milling|0.09090909090909091|0.0|0.0|0.0|0.0|0|10|0.0|0.0|0.0|0.0|0.0|0
62|Case109|Turning & Milling|ID4167|2012-03-05 01:01:00|2012-03-05 00:52:00|2012-03-05 01:01:00|log|0.0|540.0|0.0|540.0|Role 1|10|2|Turning & Milling Q.C.|0.18181818181818182|0.0|0.0|0.0|0.0|0|10|0.0|0.0|0.0|0.0|0.0|0
63|Case109|Turning & Milling Q.C.|ID4618|2012-03-05 08:15:00|2012-03-05 07:00:00|2012-03-05 01:01:00|log|0.0|4500.0|21540.0|0.0|Role 3|10|1|Turning & Milling|0.0|0.0|0.3333333333333333|0.0|0.0|0|10|0.09090909090909091|0.0|0.0|0.0|0.0|0
64|Case109|Turning & Milling|ID4529|2012-03-05 08:08:00|2012-03-05 07:03:00|2012-03-05 08:15:00|log|0.0|3900.0|0.0|3900.0|Role 1|10|1|Turning & Milling|0.09090909090909091|0.0|0.3333333333333333|0.0|0.0|0|10|0.0|0.0|0.3333333333333333|0.0|0.0|0
65|Case109|Turning & Milling|ID4529|2012-03-05 13:43:00|2012-03-05 08:09:00|2012-03-05 08:08:00|log|0.0|20040.0|60.0|0.0|Role 1|10|1|Turning & Milling|0.09090909090909091|0.0|0.3333333333333333|0.0|0.0|0|10|0.0|0.0|0.0|0.0|0.0|0
66|Case109|Turning & Milling|ID4932|2012-03-05 16:41:00|2012-03-05 13:49:00|2012-03-05 13:43:00|log|0.0|10320.0|360.0|0.0|Role 1|10|1|Turning & Milling Q.C.|0.09090909090909091|0.0|0.0|0.0|0.0|0|11|0.09090909090909091|0.0|0.0|0.0|0.0|0
67|Case109|Turning & Milling Q.C.|ID4618|2012-03-05 15:21:00|2012-03-05 14:00:00|2012-03-05 16:41:00|log|0.0|4860.0|0.0|4860.0|Role 3|10|1|Turning & Milling Q.C.|0.09090909090909091|0.0|0.3333333333333333|0.0|0.0|0|11|0.18181818181818182|0.0|0.0|0.0|0.0|0
68|Case109|Turning & Milling Q.C.|ID4618|2012-03-05 17:23:00|2012-03-05 17:18:00|2012-03-05 15:21:00|log|0.0|300.0|7020.0|0.0|Role 3|11|1|Laser Marking|0.09090909090909091|0.0|0.3333333333333333|0.0|0.0|0|11|0.09090909090909091|0.0|0.0|0.0|0.0|0
69|Case109|Laser Marking|ID0998|2012-03-15 18:26:00|2012-03-15 18:05:00|2012-03-05 17:23:00|log|0.0|1260.0|866520.0|0.0|Role 5|4|1|Round Grinding|0.0|0.0|0.0|0.0|0.5|0|4|0.0|0.0|0.0|0.0|0.0|0
70|Case109|Round Grinding|ID4355|2012-03-21 13:22:00|2012-03-21 12:03:00|2012-03-15 18:26:00|log|0.0|4740.0|495420.0|0.0|Role 2|4|1|Round Grinding|0.0|0.14285714285714285|0.0|0.0|0.0|0|4|0.0|0.0|0.0|0.0|0.0|0
71|Case109|Round Grinding|ID4355|2012-03-21 13:49:00|2012-03-21 13:23:00|2012-03-21 13:22:00|log|0.0|1560.0|60.0|0.0|Role 2|4|1|Round Grinding|0.0|0.14285714285714285|0.0|0.0|0.0|0|4|0.0|0.0|0.0|0.0|0.0|0
72|Case109|Round Grinding|ID4385|2012-03-21 19:08:00|2012-03-21 14:34:00|2012-03-21 13:49:00|log|0.0|16440.0|2700.0|0.0|Role 2|4|1|Round Grinding|0.0|0.14285714285714285|0.0|0.0|0.0|0|4|0.0|0.0|0.3333333333333333|0.0|0.0|0
73|Case109|Round Grinding|ID4445|2012-03-23 08:33:00|2012-03-23 07:40:00|2012-03-21 19:08:00|log|0.0|3180.0|131520.0|0.0|Role 2|3|1|Round Grinding|0.0|0.14285714285714285|0.0|0.0|0.0|0|3|0.0|0.0|0.0|0.0|0.0|0
74|Case109|Round Grinding|ID4445|2012-03-23 11:08:00|2012-03-23 08:34:00|2012-03-23 08:33:00|log|0.0|9240.0|60.0|0.0|Role 2|3|1|Final Inspection Q.C.|0.0|0.14285714285714285|0.0|0.0|0.0|0|3|0.0|0.0|0.0|0.0|0.0|0
75|Case109|Final Inspection Q.C.|ID4618|2012-03-23 17:50:00|2012-03-23 14:25:00|2012-03-23 11:08:00|log|0.0|12300.0|11820.0|0.0|Role 3|3|1|Packing|0.0|0.0|0.6666666666666666|0.0|0.0|0|3|0.0|0.0|0.3333333333333333|0.0|0.0|0
76|Case109|Packing|ID4491|2012-03-25 09:00:00|2012-03-25 08:00:00|2012-03-23 17:50:00|log|0.0|3600.0|137400.0|0.0|Role 4|3|1|End|0.0|0.0|0.0|0.5|0.0|0|3|0.0|0.0|0.0|0.0|0.0|0
77|Case120|Turning & Milling|ID4529|2012-02-26 23:08:00|2012-02-26 18:19:00|2012-02-26 23:08:00|log|0.0|17340.0|0.0|17340.0|Role 1|9|1|Turning & Milling|0.09090909090909091|0.0|0.0|0.0|0.5|0|9|0.0|0.14285714285714285|0.3333333333333333|0.0|0.0|0
78|Case120|Turning & Milling|ID4429|2012-02-27 06:26:00|2012-02-26 23:18:00|2012-02-26 23:08:00|log|0.0|25680.0|600.0|0.0|Role 1|9|1|Turning & Milling|0.09090909090909091|0.14285714285714285|0.3333333333333333|0.0|0.0|0|9|0.0|0.0|0.0|0.0|0.0|0
79|Case120|Turning & Milling|ID4794|2012-02-27 13:55:00|2012-02-27 07:38:00|2012-02-27 06:26:00|log|0.0|22620.0|4320.0|0.0|Role 1|9|1|Turning & Milling Q.C.|0.09090909090909091|0.0|0.0|0.0|0.0|0|10|0.0|0.0|0.3333333333333333|0.0|0.0|0
80|Case120|Turning & Milling Q.C.|ID4493|2012-03-08 16:37:00|2012-03-08 15:35:00|2012-02-27 13:55:00|log|0.0|3720.0|870000.0|0.0|Role 6|10|1|Laser Marking|0.0|0.0|0.3333333333333333|0.0|0.0|1|10|0.0|0.0|0.3333333333333333|0.0|0.0|0
81|Case120|Laser Marking|ID0998|2012-03-08 21:41:00|2012-03-08 20:32:00|2012-03-08 16:37:00|log|0.0|4140.0|14100.0|0.0|Role 5|10|2|Lapping|0.0|0.0|0.3333333333333333|0.0|1.0|1|9|0.0|0.0|0.3333333333333333|0.0|0.0|0
82|Case120|Lapping|ID0998|2012-03-14 00:11:00|2012-03-13 22:52:00|2012-03-08 21:41:00|log|0.0|4740.0|436260.0|0.0|Role 5|6|1|Round Grinding|0.0|0.0|0.0|0.0|0.5|0|6|0.0|0.0|0.0|0.0|0.0|0
83|Case120|Round Grinding|ID4872|2012-03-14 17:26:00|2012-03-14 14:00:00|2012-03-14 00:11:00|log|0.0|12360.0|49740.0|0.0|Role 2|5|1|Round Grinding|0.0|0.14285714285714285|0.0|0.0|0.0|0|5|0.0|0.14285714285714285|0.0|0.0|0.0|0
84|Case120|Round Grinding|ID4872|2012-03-14 19:06:00|2012-03-14 17:26:00|2012-03-14 17:26:00|log|0.0|6000.0|0.0|0.0|Role 2|5|1|Round Grinding|0.0|0.14285714285714285|0.0|0.0|0.0|0|5|0.0|0.0|0.0|0.0|0.0|0
85|Case120|Round Grinding|ID4355|2012-03-14 22:53:00|2012-03-14 19:22:00|2012-03-14 19:06:00|log|0.0|12660.0|960.0|0.0|Role 2|5|1|Round Grinding|0.0|0.14285714285714285|0.0|0.0|0.0|0|5|0.0|0.0|0.0|0.0|0.0|0
86|Case120|Round Grinding|ID4355|2012-03-14 23:02:00|2012-03-14 22:54:00|2012-03-14 22:53:00|log|0.0|480.0|60.0|0.0|Role 2|5|1|Round Grinding|0.0|0.14285714285714285|0.0|0.0|0.0|0|5|0.0|0.0|0.0|0.0|0.0|0
87|Case120|Round Grinding|ID4385|2012-03-15 02:16:00|2012-03-14 23:31:00|2012-03-14 23:02:00|log|0.0|9900.0|1740.0|0.0|Role 2|5|1|Final Inspection Q.C.|0.0|0.14285714285714285|0.0|0.0|0.0|0|5|0.0|0.0|0.0|0.0|0.0|0
88|Case120|Final Inspection Q.C.|ID4493|2012-03-15 16:11:00|2012-03-15 14:56:00|2012-03-15 02:16:00|log|0.0|4500.0|45600.0|0.0|Role 6|5|1|End|0.0|0.0|0.0|0.0|0.0|1|5|0.0|0.0|0.0|0.0|0.0|0
89|Case20|Turning & Milling|ID4167|2012-01-15 21:06:00|2012-01-15 15:16:00|2012-01-15 21:06:00|log|0.0|21000.0|0.0|21000.0|Role 1|7|1|Turning & Milling|0.09090909090909091|0.0|0.3333333333333333|0.0|0.0|0|7|0.0|0.0|0.0|0.0|0.0|0
